Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
De transferperiode in is in volle gang en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode <extra_id_0> gang en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,['in is in volle'],5,7
Met behulp van de statistieken van Opta blikken we elke week vooruit op de speelronde in de eredivisie.,Met behulp van de statistieken van Opta blikken we elke week vooruit op de speelronde <extra_id_0>,['in de eredivisie.'],3,7
"In Engeland en Itali zit het transfergeweld erop, maar de rest van Europa kan nog tot en met 31 augustus handelen. Mis in onze rubriek TransferTalk niets van alle geruchten en voltooide transfers.","In Engeland en Itali zit het transfergeweld erop, maar de rest van Europa kan nog tot en met 31 augustus handelen. Mis in onze rubriek <extra_id_0> geruchten en voltooide transfers.",['TransferTalk niets van alle'],5,7
"Een kwart van de coronapatinten die in het ziekenhuis belandt, heeft diabetes. Dat blijkt uit een studie onder de eerste honderd patinten in het Elisabeth-Tweesteden Ziekenhuis in Tilburg.",Een kwart van de coronapatinten die <extra_id_0> heeft diabetes. Dat blijkt uit een studie onder de eerste honderd patinten in het Elisabeth-Tweesteden Ziekenhuis in Tilburg.,"['in het ziekenhuis belandt,']",4,7
"<a href=""https://twitter.com/hashtag/UnwantedIvanka?src=hash&amp;ref_src=twsrc%5Etfw"">#UnwantedIvanka</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/UnwantedIvanka?src=hash&amp;ref_src=twsrc%5Etfw"">#UnwantedIvanka</a> <a href=""https://t.co/",[],1,7
"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwamen aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten zaterdag ook een bezoekje aan Rivierenland. AD Rivierenland verzamelde de leukste sinterklaasfotos uit de regio.","Hij komt, hij komt, de lieve goede Sint. <extra_id_0> zijn Pieten kwamen <extra_id_1> Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten zaterdag ook een bezoekje aan Rivierenland. AD Rivierenland verzamelde de leukste sinterklaasfotos uit de regio.","['De goedheiligman en', 'aan in Nederland.']",6,7
"<a href=""https://twitter.com/hashtag/DenHaag?src=hash&amp;ref_src=twsrc%5Etfw"">#DenHaag</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/DenHaag?src=hash&amp;ref_src=twsrc%5Etfw"">#DenHaag</a> <a href=""https://t",[],1,7
", die onderdeel was van een trouwstoet, is vannacht in botsing geraakt met een busje op de kruising van de Pettendijk",", die onderdeel was <extra_id_0> is vannacht in botsing geraakt met een busje op de kruising van de Pettendijk","['van een trouwstoet,']",3,7
"de Zeeuwse band de single Het is al laat toch, als voorbode van een compleet album in de eigen taal. Dat verschijnt later dit jaar.","de Zeeuwse <extra_id_0> is al laat toch, als voorbode van een compleet album in de eigen taal. Dat verschijnt later dit jaar.",['band de single Het'],4,7
"Levend gevonden, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaaanse eiland Maui voor haar zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat Makawao. Familie en vrienden kunnen na weken zoeken opgelucht ademhalen. Amanda werd gisteren levend gespot door de bemanning van een helikopter.","Levend gevonden, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaaanse eiland Maui voor haar zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat Makawao. Familie en vrienden kunnen na weken <extra_id_0> levend gespot door de <extra_id_1> helikopter.","['zoeken opgelucht ademhalen. Amanda werd gisteren', 'bemanning van een']",9,7
2020 Gedragspsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,2020 Gedragspsycholoog Chantal van der Leest bekijkt onze gedragingen op de <extra_id_0> wat bepaalt onze dagelijkse beslissingen? Vandaag:,['werkvloer: wie of'],3,7
"<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a>  <a href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a <extra_id_0> <a href=""https://t.co/","['href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a>']",1,7
Ook de redactie van AD Groene Hart werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op deze plek vertellen we hoe we daarmee omgaan.,Ook de redactie van AD Groene Hart werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op <extra_id_0> hoe we daarmee omgaan.,['deze plek vertellen we'],4,6
Een vrachtwagen is woensdagochtend gekanteld op de Diefdijk tussen Leerdam en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,<extra_id_0> woensdagochtend gekanteld op de Diefdijk tussen Leerdam en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,['Een vrachtwagen is'],3,6
Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Deze week,Redacteuren <extra_id_0> Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Deze week,['Priscilla van Agteren en'],4,6
land kent in het afgelopen jaar een grotere verscheidenheid aan namen die ouders hun pasgeboren babys meegeven.,land kent in het afgelopen jaar een grotere <extra_id_0> die ouders hun pasgeboren babys meegeven.,['verscheidenheid aan namen'],3,6
De Wereldgezondheidsorganisatie (WHO) heeft opnieuw een recordaantal nieuwe besmettingen met het coronavirus gemeld. In 24 uur tijd werden wereldwijd 230.370 nieuwe gevallen geregistreerd.,De Wereldgezondheidsorganisatie (WHO) heeft opnieuw een recordaantal nieuwe besmettingen met het coronavirus gemeld. In 24 <extra_id_0> wereldwijd 230.370 nieuwe gevallen geregistreerd.,['uur tijd werden'],3,6
"Een magere voldoende, een schrale 6,1. Opnieuw heeft Goud, het restaurant van de bekende Rotterdamse tv-personality Herman den Blijker, een","Een magere voldoende, <extra_id_0> Opnieuw heeft Goud, het restaurant van de bekende Rotterdamse tv-personality Herman den Blijker, een","['een schrale 6,1.']",3,6
"Een taboedoorbrekend gezinspakket over de dood. Klinkt best heftig, maar Tor-is-dood is een soort familiespel.","Een taboedoorbrekend gezinspakket over de dood. Klinkt best heftig, maar Tor-is-dood is <extra_id_0> familiespel.",['een soort'],2,6
n. De betrokkenheid van de kiezers bij deze vervroegde verkiezingen voor het presidentschap en het parlement is enorm.,n. De betrokkenheid van de kiezers <extra_id_0> verkiezingen voor het presidentschap en het parlement is enorm.,['bij deze vervroegde'],3,6
"Elke week recenseert het AD een van de vele restaurants in de provincie Utrecht. Marco Bosmans beoordeelt het restaurant aan de hand van het voor-, hoofd- en nagerecht, de bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij","Elke week recenseert het AD een van de vele restaurants in de provincie Utrecht. <extra_id_0> het restaurant aan <extra_id_1> het voor-, hoofd- en nagerecht, de bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij","['Marco Bosmans beoordeelt', 'de hand van']",6,6
"Langdurig naar een smartphone, computer of iPad kijken, en dat doen veel thuiswerkers momenteel, is funest voor de ogen. Daarnaast raken ook steeds meer kinderen bijziend. Zij kunnen zelfs blind worden, waarschuwt oogarts Caroline Klaver.","Langdurig naar een smartphone, computer of iPad kijken, en dat doen veel thuiswerkers momenteel, is funest <extra_id_0> raken ook steeds meer kinderen bijziend. Zij kunnen zelfs blind worden, waarschuwt oogarts Caroline Klaver.",['voor de ogen. Daarnaast'],5,6
"Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel bij je, raak je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, wordt het ontmoeten van nieuwe mensen lastig. Hoe kunnen we nog daten in tijden van corona?","Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel <extra_id_0> je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, <extra_id_1> nieuwe mensen lastig. Hoe kunnen we nog daten in tijden van corona?","['bij je, raak', 'wordt het ontmoeten van']",7,6
Het zijn gekke tijden om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen er voor scholieren anders uit dan normaal.,<extra_id_0> om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen er voor scholieren anders uit dan normaal.,['Het zijn gekke tijden'],4,6
"De PvdA is de grootste partij geworden bij de Europese verkiezingen. De partij van eurocommissaris Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het Europees parlement, zo voorspelt Ipsos in een exitpoll.","De PvdA is de grootste partij geworden bij de Europese verkiezingen. <extra_id_0> Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het Europees parlement, zo voorspelt Ipsos in een exitpoll.",['De partij van eurocommissaris'],5,6
Van de straatFotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week is dat,Van de straatFotograaf Daniella van Bergen en verslaggever Anouk Mentink <extra_id_0> tegen het lijf. Deze week is dat,['lopen wekelijks iemand'],3,6
. Het eerste lijsttrekkersdebat voor de Eerste Kamer werd daardoor een uitwisseling van partijstandpunten.,<extra_id_0> eerste lijsttrekkersdebat voor de Eerste Kamer werd daardoor een uitwisseling van partijstandpunten.,['. Het'],2,6
"Utrecht groeit, en hard ook. Tot 2035 komen er 20 procent meer Utrechters bij. Marieke Dubbelman neemt wekelijks de stand van de groei op. Deze week","Utrecht groeit, en hard ook. Tot 2035 komen er 20 procent meer Utrechters bij. Marieke Dubbelman neemt wekelijks de stand van de <extra_id_0>",['groei op. Deze week'],4,6
"De zware jongens halen de voorpaginas, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1",De zware jongens halen <extra_id_0> boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1,"['de voorpaginas, de']",3,6
In aanloop naar het 75ste bevrijdingsjaar brengt het AD Rotterdams Dagblad tot begin mei de oorlogsjaren op Voorne-Putten in beeld.,In aanloop naar het 75ste bevrijdingsjaar brengt het AD Rotterdams Dagblad tot begin mei de <extra_id_0> in beeld.,['oorlogsjaren op Voorne-Putten'],3,6
". <a href=""https://twitter.com/hashtag/AD?src=hash&amp;ref_src=twsrc%5Etfw"">#AD</a> <a href=""https://t",". <a href=""https://twitter.com/hashtag/AD?src=hash&amp;ref_src=twsrc%5Etfw"">#AD</a> <a href=""https://t",[],1,6
00. Het Rode Kruis heeft inmiddels gironummer 7244 geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook vandaag houden we je op de hoogte via een live-blog. Een verslag van afgelopen dagen lees je hier terug.,00. Het Rode Kruis heeft <extra_id_0> geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook vandaag houden we je op de hoogte via een live-blog. Een verslag van afgelopen dagen lees <extra_id_1>,"['inmiddels gironummer 7244', 'je hier terug.']",6,6
"Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst drie keer ingebroken. Bij de laatste inbraak, afgelopen nacht, werd bij Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook voor duizenden euro's aan schade aangericht.","Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst <extra_id_0> de laatste inbraak, afgelopen nacht, werd bij Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook voor duizenden euro's aan schade aangericht.",['drie keer ingebroken. Bij'],5,6
Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is het programma tot en met de sluitingsceremonie op zondag 25 februari. De genoemde tijden zijn aan te passen naar je eigen tijdzone. Het kan even duren voordat de widget is geladen.,Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is het programma tot en met de sluitingsceremonie op zondag 25 februari. De <extra_id_0> aan te passen naar je eigen tijdzone. Het kan even duren <extra_id_1> geladen.,"['genoemde tijden zijn', 'voordat de widget is']",7,6
"Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de komende dagen ng meer aandacht aan de populairste sport van Nederland, met speciaal oog voor de onmisbare vrijwilliger. Vandaag:","Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de <extra_id_0> aandacht aan de populairste sport van Nederland, met speciaal oog voor de onmisbare vrijwilliger. Vandaag:",['komende dagen ng meer'],5,6
"Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak op het Centraal Station in Amsterdam,","Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak <extra_id_0> Station in Amsterdam,",['op het Centraal'],3,6
"Wie denkt dat hij corona heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en Goeree-Overflakkee gratis laten testen op corona. De GGD opent in totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak voor kan maken. Doel is dagelijks ruim duizend regiogenoten te kunnen testen.","Wie <extra_id_0> heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en <extra_id_1> op corona. De GGD opent in totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak voor kan maken. Doel is dagelijks ruim duizend regiogenoten te kunnen testen.","['denkt dat hij corona', 'Goeree-Overflakkee gratis laten testen']",8,6
Dit zijn deze week de door ons geselecteerde eerlijkste en beste deals. Meer lezen over waarom we nou deze aanbiedingen uitlichten? Lees dan verder onderaan het artikel.,Dit zijn deze week de door ons geselecteerde eerlijkste <extra_id_0> lezen over waarom we nou deze aanbiedingen uitlichten? Lees dan verder onderaan het artikel.,['en beste deals. Meer'],4,6
"at niet door de beugel kan, is zeker, maar ik kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.","at niet door de beugel kan, <extra_id_0> ik kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.","['is zeker, maar']",3,6
"Het WK zit erop. De focus kan weer voledig op het Nederlands voetbal. Over een kleine vier weken start de eredivisie alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie aangetrokken en welke oefenduels staan er nog op het programma. Vier vragen, achttien clubs, 72 antwoorden!","Het WK zit erop. De focus kan weer voledig op het <extra_id_0> kleine vier <extra_id_1> alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie aangetrokken en welke oefenduels staan er nog op het programma. Vier vragen, achttien clubs, 72 antwoorden!","['Nederlands voetbal. Over een', 'weken start de eredivisie']",8,6
