Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq313-0,base,"n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen bij verschillende partijen, toch een","n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 <extra_id_0> lang twijfelen bij verschillende partijen, toch een","n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 blijft lang twijfelen bij verschillende partijen, toch een","['haalt vandaag', 'na']",['blijft'],3,15,6,[0.9230769230769231],0.92,ad
seq314-0,base,De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een maand over <extra_id_0> uit West-Brabant te verdrijven. <extra_id_1> weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de Duitsers uit West-Brabant te verdrijven. Op weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,"['om de bezetter', 'Hoe verliep die']","['om de Duitsers', 'Op']",6,15,6,"[0.42857142857142855, 0.9333333333333333]",0.68,ad
seq315-0,base,. Volgens hem zijn in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. <extra_id_0> in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. Hij heeft in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,['Volgens hem zijn'],['Hij heeft'],3,15,6,[0.8125],0.81,ad
seq316-0,base,MonicaMonica Beek (42) is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica <extra_id_0> journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,['Beek (42) is'],['is'],3,15,6,[0.8333333333333334],0.83,ad
seq317-0,base,"columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en <extra_id_0> hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en vrijdag wat hem opvalt in de stad Utrecht. Dit keer over het",['met zaterdag over wat'],['vrijdag wat'],4,15,6,[0.6666666666666666],0.67,ad
seq318-0,base,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we <extra_id_0> een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we over een familiebericht. Deze keer het levensverhaal van,['het verhaal achter'],['over'],3,15,6,[0.8333333333333334],0.83,ad
seq319-0,base,"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.",Hij <extra_id_0> lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een <extra_id_1> Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.,Hij is een lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een bezoek aan Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.,"['komt', 'hij komt', 'de', 'lange reis vanuit']","['is een', 'bezoek aan']",7,15,6,"[1.0, 0.9]",0.95,ad
seq320-0,base,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand te laten lopen.,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in <extra_id_0> heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand <extra_id_1>,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Rotterdam. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand te houden.,"['Den Haag. Dat', 'te laten lopen.']","['Rotterdam. Dat', 'houden.']",7,15,6,"[0.5714285714285714, 0.8]",0.69,ad
seq321-0,base,"Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wie ons banenlandschap <extra_id_0> functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In <extra_id_1> elke week iemand over zijn of haar beroep. Vandaag:","Wie ons banenlandschap kent, ziet functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In de media meldt elke week iemand over zijn of haar beroep. Vandaag:","['bekijkt', 'ziet bijzondere', 'deze serie vertelt']","['kent, ziet', 'de media meldt']",6,15,6,"[0.8, 0.8666666666666667]",0.83,ad
seq322-0,base,"CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder controle had, kan het chalet als verloren worden beschouwd. Niemand raakte gewond.",CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder <extra_id_0> chalet als verloren worden beschouwd. Niemand raakte gewond.,CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder kon het chalet als verloren worden beschouwd. Niemand raakte gewond.,"['controle had', 'kan het']",['kon het'],5,15,6,[0.6666666666666666],0.67,ad
seq323-0,base,gaat actrice en tv-presentatrice Sarah Chronis naar minder bekende steden en ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,gaat actrice en tv-presentatrice Sarah Chronis naar <extra_id_0> ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,gaat actrice en tv-presentatrice Sarah Chronis naar Parijs en ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,['minder bekende steden en'],['Parijs en'],4,15,6,[0.7916666666666666],0.79,ad
seq324-0,base,"De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies doet elke week verslag van een","De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies <extra_id_0> verslag van een","De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies maakt verslag van een",['doet elke week'],['maakt'],3,15,6,[0.9285714285714286],0.93,ad
seq325-0,base,", dacht schrijfster Kim Heijdenrijk toen ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",", dacht <extra_id_0> ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",", dacht ze toen ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",['schrijfster Kim Heijdenrijk toen'],['ze toen'],5,15,6,[0.8125],0.81,ad
seq326-0,base,In de rubriek Van wieg tot graf vertelt journalist Sjaak van de Groep het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf vertelt journalist Sjaak van de <extra_id_0> een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf vertelt journalist Sjaak van de Velde over een onlangs overleden stads- of streekgenoot. Vandaag het leven van,['Groep het levensverhaal van'],['Velde over'],4,15,6,[0.7777777777777778],0.78,ad
seq327-0,base,"zes kinderen in totale afzondering leefde, kende die familie al jaren. Met vader Gerrit-Jan van D. maakte",zes kinderen in <extra_id_0> kende die familie al jaren. Met vader Gerrit-Jan van D. maakte,zes kinderen in totaal kende die familie al jaren. Met vader Gerrit-Jan van D. maakte,"['totale afzondering leefde,']",['totaal'],3,15,6,[0.7692307692307693],0.77,ad
seq328-0,base,Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in AD Haagsche Courant over voetbal. Deze,Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in <extra_id_0> Courant over voetbal. Deze,Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in de Leiden Courant over voetbal. Deze,['AD Haagsche'],['de Leiden'],2,15,6,[0.9090909090909091],0.91,ad
seq329-0,base,dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan de organisatie van Ridouan Taghi heeft gelekt.,dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan <extra_id_0> Ridouan Taghi heeft gelekt.,dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan advocaat Ridouan Taghi heeft gelekt.,['de organisatie van'],['advocaat'],3,15,6,[0.7777777777777778],0.78,ad
seq330-0,base,"SchuimHans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","SchuimHans van der Beek doet elke <extra_id_0> feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","SchuimHans van der Beek doet elke dag feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",['dag verslag van'],['dag'],3,15,6,[0.8],0.8,ad
seq331-0,base,Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of haar programma. Deze week,Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of <extra_id_0> week,Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of haar activiteiten voor de week,['haar programma. Deze'],['haar activiteiten voor de'],3,15,6,[0.72],0.72,ad
seq332-0,base,"De nieuwe coalitie van VVD, ChristenUnie & SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","De nieuwe coalitie van <extra_id_0> SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","De nieuwe coalitie van VVD, SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","['VVD', 'ChristenUnie &']","['VVD,']",3,15,6,[0.25],0.25,ad
seq333-0,base,"8 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","8 Schrijver, journalist en columnist <extra_id_0> dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","8 Schrijver, journalist en columnist schrijft dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het",['Jerry Goossens schrijft van'],['schrijft'],4,15,6,[0.7037037037037037],0.7,ad
seq334-0,base,De EU is bereid om de Britse premier Theresa May meer tijd te geven voor de brexit onder voorwaarde dat het Britse parlement,De EU is bereid om de Britse premier Theresa May meer tijd te <extra_id_0> brexit onder voorwaarde dat het Britse parlement,De EU is bereid om de Britse premier Theresa May meer tijd te besteden voor brexit onder voorwaarde dat het Britse parlement,['geven voor de'],['besteden voor'],3,15,6,[0.6153846153846154],0.62,ad
seq335-0,base,"verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf Onze Vrienden. Het heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. ,,Zij hadden de straten hier met hun autos geblokkeerd.",verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf <extra_id_0> heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. <extra_id_1> straten hier met hun autos geblokkeerd.,verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. De jongeren hebben de straten hier met hun autos geblokkeerd.,"['Onze Vrienden. Het', ',,Zij hadden de']","['', 'De jongeren hebben de']",6,15,6,"[1.0, 0.6666666666666666]",0.83,ad
seq336-0,base,"Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende verklaringen afgelegd tegen Nederlandse, Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende <extra_id_0> Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende banden met Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","['verklaringen afgelegd tegen Nederlandse,']",['banden met'],5,15,6,[0.825],0.82,ad
seq337-0,base,"Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste burgemeester van die gemeente. Hij laat","Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste <extra_id_0> gemeente. Hij laat","Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste vaste gemeente. Hij laat",['burgemeester van die'],['vaste'],3,15,6,[0.85],0.85,ad
seq338-0,base,seizoen een gegarandeerd succes. Wekelijks verschijnt hij in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,seizoen een gegarandeerd <extra_id_0> in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,seizoen een gegarandeerd kampioen in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,['succes. Wekelijks verschijnt hij'],['kampioen'],4,15,6,[0.90625],0.91,ad
seq339-0,base,Een werknemer van scheepswerf Padmos in de haven van Stellendam is vanochtend tijdens werkzaamheden in een schip,Een werknemer van scheepswerf Padmos in de haven van Stellendam is <extra_id_0> in een schip,Een werknemer van scheepswerf Padmos in de haven van Stellendam is geïnstalleerd in een schip,['vanochtend tijdens werkzaamheden'],['geïnstalleerd'],3,15,6,[0.8125],0.81,ad
seq340-0,base,Drievoudig moordverdachte Thijs H. blijft negentig dagen langer vast zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,Drievoudig moordverdachte Thijs H. blijft <extra_id_0> zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,Drievoudig moordverdachte Thijs H. blijft vast zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,['negentig dagen langer vast'],['vast'],5,15,6,[0.8461538461538461],0.85,ad
seq341-0,base,"Korpschef Erik Akerboom van de politie heeft forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.","Korpschef Erik Akerboom van <extra_id_0> forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.","Korpschef Erik Akerboom van de politie forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.",['de politie heeft'],['de politie'],3,15,6,[0.375],0.38,ad
seq342-0,base,"Nu Linda de Mol en Wendy van Dijk naar Talpa verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om aandacht moet smeken.","Nu Linda de Mol en Wendy van <extra_id_0> verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om <extra_id_1>","Nu Linda de Mol en Wendy van den Berg naar Nederland verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om het leven...","['Dijk naar Talpa', 'aandacht moet smeken.']","['den Berg naar Nederland', 'leven...']",7,15,6,"[0.6956521739130435, 0.8571428571428571]",0.78,ad
