Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
202.0,seq202-0,xl,"Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te bezuinigen als het grootste deel van de afgesproken besparingen in het pakket crisismaatregelen niet lukt.  Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie <extra_id_0> het grootste deel van de afgesproken besparingen in het <extra_id_1> Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te voorzien in het grootste deel van de afgesproken besparingen in het lopende jaar. Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","['te bezuinigen als', 'pakket crisismaatregelen niet lukt.']","['te voorzien in', 'lopende jaar.']",7,15.0,1,"[0.5882352941176471, 0.8571428571428571]",0.72,nrc
203.0,seq203-0,xl,"Dat God als man aangeduid wordt is bijbels gezien niet logisch.  In Genesis 1:27 staat immers: ,,En God schiep de mens als zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de <extra_id_0> beeld; als het beeld van God schiep Hij hem; man <extra_id_1> Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de man naar Zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","['mens als zijn', 'en vrouw schiep']","['man naar Zijn', 'en vrouw schiep']",6,15.0,1,"[0.46153846153846156, 0.0]",0.23,nrc
204.0,seq204-0,xl,"Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld.  Het gaat om acht Filippijnen die op het eiland Jolo gevangen zijn genomen door de mannen van de eenarmige Radulan Sahiron, een van de vijf leiders van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het <extra_id_0> Filippijnen die op het eiland Jolo gevangen zijn genomen <extra_id_1> van de eenarmige Radulan Sahiron, een van de <extra_id_2> van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het gaat om twee Filippijnen die op het eiland Jolo gevangen zijn genomen Het gaat om leden van de eenarmige Radulan Sahiron, een van de strijdkrachten van Abu Sayyaf","['gaat om acht', 'door de mannen', 'vijf leiders']","['gaat om twee', 'Het gaat om leden', 'strijdkrachten']",8,15.0,1,"[0.3333333333333333, 0.7647058823529411, 0.8571428571428571]",0.65,nrc
205.0,seq205-0,xl,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk.  Liefde en romantiek als frame om racisme aan te kaarten Interview Regisseur Barry Jenkins schreef het scenario voor If Beale Street Could Talk in cafeetjes in Berlijn,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten <extra_id_0> Jenkins schreef het scenario voor If Beale Street Could Talk in <extra_id_1>,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten Barry Jenkins schreef het scenario voor If Beale Street Could Talk in samenwerking met HBO.,"['Interview Regisseur Barry', 'cafeetjes in Berlijn']","['Barry', 'HBO.']",6,15.0,1,"[0.8, 0.95]",0.88,nrc
206.0,seq206-0,xl,"Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan de Haagse Stationsbuurt en Rivierenbuurt in november 2008.  Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan <extra_id_0> en <extra_id_1> 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan Amsterdam en Rotterdam. Foto: ANP, 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","['de Haagse Stationsbuurt', 'Rivierenbuurt in november']","['Amsterdam', 'Rotterdam. Foto: ANP,']",6,15.0,1,"[0.9130434782608695, 0.8]",0.86,nrc
207.0,seq207-0,xl,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden (foto uit 2010).  Foto ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden <extra_id_0> ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden © ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,['(foto uit 2010). Foto'],['©'],4,15.0,1,[1.0],1.0,nrc
208.0,seq208-0,xl,Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland.  Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de KVP'er Joseph Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het <extra_id_0> vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en <extra_id_1> Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de CDA’er Willem Luns),"['was in de', '""de KVP\'er Joseph""']","['was in de', 'de CDA’er Willem']",6,15.0,1,"[0.0, 0.6666666666666666]",0.33,nrc
209.0,seq209-0,xl,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren.  Het ziet in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te <extra_id_0> automotoren. <extra_id_1> in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in automotoren. Het bedrijf heeft in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,"['worden in schone', 'Het ziet']","['worden in', 'Het bedrijf heeft']",5,15.0,1,"[0.4375, 0.5882352941176471]",0.51,nrc
210.0,seq210-0,xl,"Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke Russische autos uit de jaren zestig, gerfd van zijn vader.  Dat is alles wat Vladimir ","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke <extra_id_0> uit <extra_id_1> gerfd van zijn vader. Dat is <extra_id_2>","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke auto’s uit de jaren 50, gerfd van zijn vader. Dat is Vladimir Poetins...","['Russische autos', 'de jaren zestig,', 'alles wat Vladimir']","['auto’s', 'de jaren 50,', 'Poetins...']",8,15.0,1,"[0.7333333333333333, 0.375, 0.8888888888888888]",0.67,nrc
211.0,seq211-0,xl,"Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Rotterdam.  Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 88,839 procent veruit de beste",Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK <extra_id_0> was in het Kralingse Bos in de individuele kr op muziek met een score <extra_id_1> veruit de beste,Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK Ze was in het Kralingse Bos in de individuele kr op muziek met een score van.3 veruit de beste,"['in Rotterdam. Ze', 'van 88,839 procent']","['Ze', 'van.3']",6,15.0,1,"[0.875, 0.7777777777777778]",0.83,nrc
212.0,seq212-0,xl,"Neanderthaler was blank met rood haar, maar met ander gen Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar.  Dit blijkt uit Neanderthal-DNA dat is gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander <extra_id_0> hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit <extra_id_1> gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander rood haar. De menselijke Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit de roodachtige plekken gevonden in twee botten van deze ongeveer 30","['gen Neanderthalers', 'Neanderthal-DNA dat is']","['rood haar. De menselijke Neanderthalers', 'de roodachtige plekken']",5,15.0,1,"[0.5641025641025641, 0.9545454545454546]",0.76,nrc
213.0,seq213-0,xl,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek.  Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent wel door te berekenen in de kaartjes,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes <extra_id_0> de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 <extra_id_1> te berekenen <extra_id_2>,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent door te berekenen aan de consument. (ANP),"['voor musicals in', 'procent wel door', 'in de kaartjes']","['voor', 'procent door', '(ANP)']",9,15.0,1,"[0.75, 0.25, 1.0]",0.67,nrc
214.0,seq214-0,xl,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off <extra_id_0> Zhanjiang, Guangdong province August 14, 2012. The woman was <extra_id_1> tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off a bridge in Zhanjiang, Guangdong province August 14, 2012. The woman was believed to have tried to commit suicide after killing her nephew following a family dispute, local media reported","['a building in', 'rescued as she']","['a bridge in', 'believed to have']",6,15.0,1,"[0.38461538461538464, 0.625]",0.5,nrc
215.0,seq215-0,xl,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in <extra_id_0> Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in de Japanse haven van Naha. Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes",['de haven van Shimonoseki.'],['de Japanse haven van Naha.'],4,15.0,1,[0.6923076923076923],0.69,nrc
216.0,seq216-0,xl,"Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie.  Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici continu over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden, zegt hij","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den <extra_id_0> dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici <extra_id_1> mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet <extra_id_2> van Brussel <extra_id_3>","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden. Bekijk meer","['Haag wil niet', 'continu over de', 'dat we', 'houden', 'zegt hij']","['Haag wil niet', 'over de', 'dat we', 'meer']",11,15.0,1,"[0.0, 0.5333333333333333, 0.0, 0.8333333333333334]",0.34,nrc
217.0,seq217-0,xl,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Duitsland.  Er is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische <extra_id_0> is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische groep in Duitsland. Het is een gewapende harde kern van zo'n 6,['bedreiging in Duitsland. Er'],['groep in Duitsland. Het'],4,15.0,1,[0.4444444444444444],0.44,nrc
218.0,seq218-0,xl,"Portretten van Andy Warhol.  20 okt t/m 24 nov in Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m <extra_id_0> Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m 20 nov Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam",['24 nov in'],['20 nov'],3,15.0,1,[0.4444444444444444],0.44,nrc
219.0,seq219-0,xl,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat ze hun concurrenten ellende toewensen.  Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven <extra_id_0> zijn het stadium voorbij dat ze hun concurrenten ellende <extra_id_1> komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven consultants zijn het stadium voorbij dat ze hun concurrenten ellende veroorzaken. Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,"['De meeste zakenbankiers', 'toewensen. Dat']","['consultants', 'veroorzaken. Dat']",5,15.0,1,"[0.8260869565217391, 0.5]",0.66,nrc
220.0,seq220-0,xl,"Dertig dagen offline Het modelabel van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar.  Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen <extra_id_0> Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen zonder taart Het bloemenmerk van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam",['offline Het modelabel van'],['zonder taart Het bloemenmerk van'],4,15.0,1,[0.625],0.62,nrc
