,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
149,seq149-0,large,"De andere wereld van zondagmiddag.  Michel Collon, auteur van het boek Blufpoker, Joegoslavi en de komende oorlogen geeft zijn visie op de huidige grensconflichten in Macedoni","De andere wereld van zondagmiddag. Michel Collon, <extra_id_0> Blufpoker, Joegoslavi en de komende oorlogen geeft zijn visie op de huidige grensconflichten in Macedoni","De andere wereld van zondagmiddag. Michel Collon, auteur van Blufpoker, Joegoslavi en de komende oorlogen geeft zijn visie op de huidige grensconflichten in Macedoni",['auteur van het boek'],['auteur van'],4,15,1,[0.47368421052631576],0.47
150,seq150-0,large,Zondag vaardigde president Morsi per presidentieel decreet uit dat de ontbinding ongedaan werd gemaakt.  Hij riep daarbij de parlementsleden op weer bijeen te komen totdat weer een nieuw parlement gekozen kan worden,Zondag vaardigde president Morsi <extra_id_0> uit dat de ontbinding ongedaan werd gemaakt. Hij riep daarbij de parlementsleden op weer bijeen te komen totdat weer een <extra_id_1> gekozen kan worden,Zondag vaardigde president Morsi een verklaring uit dat de ontbinding ongedaan werd gemaakt. Hij riep daarbij de parlementsleden op weer bijeen te komen totdat weer een nieuw parlement gekozen kan worden,"['per presidentieel decreet', 'nieuw parlement']","['een verklaring', 'nieuw parlement']",5,15,1,"[0.8, 0.0]",0.4
151,seq151-0,large,"Internationale luchthaven Bali weer open, geen vertragingen voor KLM Uitbarsting van Mount Raung op Oost-Java.  Door aswolken is het vliegverkeer op Bali ernstig verstoord","Internationale luchthaven Bali weer open, geen vertragingen voor KLM Uitbarsting van Mount Raung op Oost-Java. Door <extra_id_0> op Bali ernstig verstoord","Internationale luchthaven Bali weer open, geen vertragingen voor KLM Uitbarsting van Mount Raung op Oost-Java. Door tsunami wordt zicht op Bali ernstig verstoord",['aswolken is het vliegverkeer'],['tsunami wordt zicht'],4,15,1,[0.8214285714285714],0.82
152,seq152-0,large,Netwerk.  Onder andere over de schrijnende toestanden in psychiatrische inrichtingen in Servi en de crisis in de PvdA,Netwerk. Onder andere over de schrijnende toestanden in psychiatrische inrichtingen in Servi en de crisis <extra_id_0>,Netwerk. Onder andere over de schrijnende toestanden in psychiatrische inrichtingen in Servi en de crisis,['in de PvdA'],[''],3,15,1,[1.0],1.0
153,seq153-0,large,Brendan Dassey blijft toch vastzitten Dassey zit samen met zijn oom Steven Avery vast voor de moord op Teresa Halbach.  Het proces kwam wereldwijd onder de aandacht door de documentairereeks Making a Murderer,Brendan Dassey blijft toch vastzitten Dassey zit samen met zijn oom Steven Avery vast <extra_id_0> op Teresa Halbach. Het proces kwam wereldwijd onder de aandacht door de documentairereeks <extra_id_1> Murderer,Brendan Dassey blijft toch vastzitten Dassey zit samen met zijn oom Steven Avery vast voor de moord op Teresa Halbach. Het proces kwam wereldwijd onder de aandacht door de documentairereeks The Murderer,"['voor de moord', 'Making a']","['voor de moord', 'The']",5,15,1,"[0.0, 1.0]",0.5
154,seq154-0,large,Eurocommissaris Barnier presenteert vandaag een plan dat het Europese bankensysteem moet hervormen.  Foto AFP / John Thys Eurocommissaris Michel Barnier van Interne Markt en Financile Dienstverlening presenteert vanmiddag een nieuw bankenplan van de Europese Commissie dat het Europese bankensysteem de komende jaren moet hervormen,Eurocommissaris Barnier presenteert vandaag een plan dat het Europese bankensysteem moet hervormen. Foto AFP / John Thys Eurocommissaris Michel Barnier van Interne <extra_id_0> Dienstverlening presenteert vanmiddag een nieuw bankenplan van de Europese Commissie <extra_id_1> de komende jaren moet hervormen,Eurocommissaris Barnier presenteert vandaag een plan dat het Europese bankensysteem moet hervormen. Foto AFP / John Thys Eurocommissaris Michel Barnier van Interne Zaken en Dienstverlening presenteert vanmiddag een nieuw bankenplan van de Europese Commissie dat het Europese bankensysteem de komende jaren moet hervormen,"['Markt en Financile', 'dat het Europese bankensysteem']","['Zaken en', 'dat het Europese bankensysteem']",7,15,1,"[0.6666666666666666, 0.0]",0.33
155,seq155-0,large,"Moslims als cartooneske barbaren portretteren mag wel Afgelopen weekeinde besloot Sooreh Hera dat ze haar fotoserie Adam en Ewald, zevendedagsgeliefden niet in het Gemeentemuseum Den Haag wil ophangen.  Als museumdirecteur Wim van Krimpen haar meest provocerende beelden uit die serie niet wilde tonen, ","Moslims als cartooneske barbaren portretteren mag wel Afgelopen weekeinde besloot Sooreh Hera dat ze haar fotoserie Adam en Ewald, zevendedagsgeliefden niet in het Gemeentemuseum Den Haag wil ophangen. Als museumdirecteur Wim van Krimpen haar meest provocerende <extra_id_0> serie <extra_id_1>","Moslims als cartooneske barbaren portretteren mag wel Afgelopen weekeinde besloot Sooreh Hera dat ze haar fotoserie Adam en Ewald, zevendedagsgeliefden niet in het Gemeentemuseum Den Haag wil ophangen. Als museumdirecteur Wim van Krimpen haar meest provocerende tekeningen uit de serie","['beelden uit die', 'niet wilde tonen,']","['tekeningen uit de', '']",6,15,1,"[0.4117647058823529, 1.0]",0.71
156,seq156-0,large,"Volgens producent Hans Pos van Shooting Star Filmcompany gaat het om n doos met zes  zeven filmblikken, de oogst van n opnamedag.  ","Volgens producent Hans Pos van Shooting Star Filmcompany gaat het <extra_id_0> met zes zeven filmblikken, de oogst van n opnamedag.","Volgens producent Hans Pos van Shooting Star Filmcompany gaat het om een film met zes zeven filmblikken, de oogst van n opnamedag.",['om n doos'],['om een film'],3,15,1,[0.5454545454545454],0.55
157,seq157-0,large,"Een donkere, akelige gestalte achter je Een robot kan het gevoel van de aanwezigheid van geesten oproepen.  Dat komt door conflicterende signalen in het brein","Een donkere, akelige gestalte achter je Een robot kan het gevoel van de aanwezigheid van geesten <extra_id_0> conflicterende signalen in het brein","Een donkere, akelige gestalte achter je Een robot kan het gevoel van de aanwezigheid van geesten hebben door conflicterende signalen in het brein",['oproepen. Dat komt door'],['hebben door'],4,15,1,[0.6956521739130435],0.7
158,seq158-0,large,"""Wie Sparta financieel gezond maakt verdient een standbeeld'; ""Op Spangen zit je goed, daar heb je de beste leermeesters'; ""Sponsor mag zich niet bemoeien met het bestuursbeleid' De 63-jarige FLOOR BOUWER treedt in november af als voorzitter van Sparta.  Vanaf 1988 leidde hij de voetbalclub van Spangen","""Wie Sparta financieel gezond maakt verdient een standbeeld'; ""Op Spangen zit je goed, daar heb je de beste leermeesters'; ""Sponsor mag zich niet bemoeien met het bestuursbeleid' De 63-jarige FLOOR BOUWER treedt in november af als voorzitter van Sparta. <extra_id_0> de <extra_id_1>","""Wie Sparta financieel gezond maakt verdient een standbeeld'; ""Op Spangen zit je goed, daar heb je de beste leermeesters'; ""Sponsor mag zich niet bemoeien met het bestuursbeleid' De 63-jarige FLOOR BOUWER treedt in november af als voorzitter van Sparta. De voorzitter van de eerste...","['Vanaf 1988 leidde hij', 'voetbalclub van Spangen']","['De voorzitter van', 'eerste...']",7,15,1,"[0.8571428571428571, 0.9565217391304348]",0.91
159,seq159-0,large,"Wereld Op Lucht Terwijl de koers van World Online afgelopen vrijdag op de Amsterdamse beurs in elkaar plofte, spraken de Europese regeringsleiders in Lissabon euforisch over de nieuwe vergezichten van de Interneteconomie.  De beursgang van het eerste Internet-bedrijf in Nederland werd een bittere teleurstelling voor beleggers die gehoopt hadden op een vluggertje","Wereld Op Lucht Terwijl de koers van World Online afgelopen vrijdag op de Amsterdamse beurs in elkaar plofte, spraken de Europese regeringsleiders in Lissabon <extra_id_0> nieuwe vergezichten van de Interneteconomie. De beursgang van het eerste Internet-bedrijf in Nederland werd een <extra_id_1> voor beleggers die gehoopt <extra_id_2> vluggertje","Wereld Op Lucht Terwijl de koers van World Online afgelopen vrijdag op de Amsterdamse beurs in elkaar plofte, spraken de Europese regeringsleiders in Lissabon over nieuwe vergezichten van de Interneteconomie. De beursgang van het eerste Internet-bedrijf in Nederland werd een mooie bevestiging voor beleggers die gehoopt hadden op een vluggertje","['euforisch over de', 'bittere teleurstelling', 'hadden op een']","['over', 'mooie bevestiging', 'hadden op een']",8,15,1,"[0.7647058823529411, 0.5909090909090909, 0.0]",0.45
160,seq160-0,large,"Red het web Internetvrijheid Het internet staat op een keerpunt, schrijft www-uitvinder Tim Berners-Lee: het zal zijn potentieel ten goede verwezenlijken, of het zal ons naar een digitale dystopie leiden.  Mijn ouders waren wiskundigen","Red het web Internetvrijheid Het internet staat op een keerpunt, schrijft www-uitvinder Tim Berners-Lee: het zal zijn potentieel ten goede verwezenlijken, <extra_id_0> zal ons naar een digitale dystopie leiden. Mijn <extra_id_1>","Red het web Internetvrijheid Het internet staat op een keerpunt, schrijft www-uitvinder Tim Berners-Lee: het zal zijn potentieel ten goede verwezenlijken, maar het zal ons naar een digitale dystopie leiden. Mijn reacties op Internetvrijheid","['of het', 'ouders waren wiskundigen']","['maar het', 'Internetvrijheid']",5,15,1,"[0.5, 0.7916666666666666]",0.65
161,seq161-0,large,Het Internationaal Monetair Fonds (IMF) denkt opnieuw meer geld nodig te hebben.  Maar voorstellen om het fonds via de uitgifte van obligaties een beroep te laten doen op particuliere beleggers hebben veel weg van een wanhoopszet,Het Internationaal Monetair Fonds (IMF) denkt opnieuw meer geld <extra_id_0> Maar voorstellen om het fonds via de uitgifte van <extra_id_1> beroep te laten doen op particuliere beleggers hebben veel weg van een wanhoopszet,Het Internationaal Monetair Fonds (IMF) denkt opnieuw meer geld uit te geven. Maar voorstellen om het fonds via de uitgifte van obligaties beroep te laten doen op particuliere beleggers hebben veel weg van een wanhoopszet,"['nodig te hebben.', 'obligaties een']","['uit te geven.', 'obligaties']",5,15,1,"[0.4375, 0.2857142857142857]",0.36
163,seq163-0,large,Elektrische en hybride autos sjouwen honderden kilos aan accus mee.  Dat maakt de autos zwaarder en dus minder zuinig,Elektrische en hybride autos sjouwen honderden kilos aan accus mee. Dat maakt <extra_id_0> en dus minder zuinig,Elektrische en hybride autos sjouwen honderden kilos aan accus mee. Dat maakt het autorijden minder efficient en dus minder zuinig,['de autos zwaarder'],['het autorijden minder efficient'],3,15,1,[0.7096774193548387],0.71
164,seq164-0,large,"Volgens Powell is dat in het belang van de Verenigde Staten n de internationale coalitie, die steeds vaker aandringt op een snelle oplossing van het conflict.  De voorzitter van de chefs van staven van de Amerikaanse strijdkrachten, generaal Myers, is veel terughoudender","Volgens Powell is dat in het belang van de Verenigde Staten n de internationale coalitie, die steeds vaker aandringt <extra_id_0> oplossing van het conflict. De voorzitter van de chefs van staven van de Amerikaanse <extra_id_1> is veel terughoudender","Volgens Powell is dat in het belang van de Verenigde Staten n de internationale coalitie, die steeds vaker aandringt op een oplossing van het conflict. De voorzitter van de chefs van staven van de Amerikaanse regering is veel terughoudender","['op een snelle', 'strijdkrachten', 'generaal Myers,']","['op een', 'regering']",6,15,1,"[0.5384615384615384, 0.8571428571428571]",0.7
165,seq165-0,large,In zijn mondpropje schuilt nu ook het weeskind.  Een gevoel van emotionele onherbergzaamheid was Ronald Koeman altijd al fysiek bestorven,In zijn mondpropje schuilt nu ook het weeskind. Een gevoel van emotionele onherbergzaamheid was Ronald Koeman <extra_id_0> bestorven,In zijn mondpropje schuilt nu ook het weeskind. Een gevoel van emotionele onherbergzaamheid was Ronald Koeman niet bestorven,['altijd al fysiek'],['niet'],3,15,1,[0.875],0.88
166,seq166-0,large,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat.  Maar diplomaten waarschuwen dat Noord-Koreas nieuwe status van kernmacht toenadering er niet gemakkelijker op heeft gemaakt,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat. Maar diplomaten waarschuwen dat Noord-Koreas nieuwe <extra_id_0> toenadering er niet gemakkelijker <extra_id_1> gemaakt,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat. Maar diplomaten waarschuwen dat Noord-Koreas nieuwe strategie van toenadering er niet gemakkelijker op wordt gemaakt,"['status van kernmacht', 'op heeft']","['strategie van', 'op wordt']",5,15,1,"[0.75, 0.5]",0.62
167,seq167-0,large,"Cendres et sang (Fanny Ardant, 2008, F/ROE/P).  Onzeker regiedebuut van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni","Cendres et sang (Fanny Ardant, 2008, <extra_id_0> van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni","Cendres et sang (Fanny Ardant, 2008, Frankrijk) is de nieuwste film van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni",['F/ROE/P). Onzeker regiedebuut'],['Frankrijk) is de nieuwste film'],3,15,1,[0.8666666666666667],0.87
168,seq168-0,large,Chinese ploeg gearriveerd De Chinese olympische ploeg is vandaag gearriveerd in Sydney.  De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele ,Chinese ploeg gearriveerd De Chinese olympische ploeg <extra_id_0> Sydney. De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele,Chinese ploeg gearriveerd De Chinese olympische ploeg is gearriveerd in Sydney. De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele,['is vandaag gearriveerd in'],['is gearriveerd in'],4,15,1,[0.32],0.32
169,seq169-0,large,"De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort.  Het was een hecht gezelschap van ontheemden, zoals blijkt uit een boek en een documentaire",De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort. Het was een hecht gezelschap van <extra_id_0> blijkt uit een boek <extra_id_1>,"De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort. Het was een hecht gezelschap van dansers, zo blijkt uit een boek","['ontheemden', 'zoals', 'en een documentaire']","['dansers, zo', '']",5,15,1,"[0.9090909090909091, 1.0]",0.95
170,seq170-0,large,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut.  Uitgeverij Meulenhoff stopt met de Dagkalender van de pozie,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut. Uitgeverij Meulenhoff stopt met <extra_id_0> pozie,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut. Uitgeverij Meulenhoff stopt met de pozie,['de Dagkalender van de'],['de'],4,15,1,[0.9047619047619048],0.9
171,seq171-0,large,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten.  De bouwers van de Duitse hogesnelheidstrein ICE en de Franse TGV hopen samen sterker te staan in de groeiende concurrentie met China,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten. De bouwers van de Duitse hogesnelheidstrein ICE <extra_id_0> TGV <extra_id_1> te staan <extra_id_2> concurrentie met China,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten. De bouwers van de Duitse hogesnelheidstrein ICE en de Franse TGV lijken in het nauw te staan van de concurrentie met China,"['en de Franse', 'hopen samen sterker', 'in de groeiende']","['en de Franse', 'lijken in het nauw', 'van de']",9,15,1,"[0.0, 0.7894736842105263, 0.8]",0.53
