Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq0-0,base,Binnale van Veneti 2017 Vijf kunstenaars hopen het Nederlands Binnalepaviljoen in te richten.  Bijna allemaal laten ze het publiek actief meedoen,Binnale van Veneti 2017 Vijf kunstenaars hopen het Nederlands <extra_id_0> Bijna allemaal laten ze het publiek actief meedoen,Binnale van Veneti 2017 Vijf kunstenaars hopen het Nederlands publiek te laten zien Bijna allemaal laten ze het publiek actief meedoen,['Binnalepaviljoen in te richten.'],['publiek te laten zien'],4,20,1,[0.7419354838709677],0.74,nrc
seq1-0,base,"Beelden detoneren in barok plezierbos Oude Warande Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen.  Er wordt gepicknickt op de grasvelden, honden nemen een duik in de vennetjes en kinderen leren fietsen op de rechte paden die het park doorkruisen","Beelden detoneren in barok plezierbos Oude Warande Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen. Er wordt gepicknickt op de <extra_id_0> een duik in de vennetjes <extra_id_1> fietsen op de rechte paden <extra_id_2> doorkruisen","Beelden detoneren in barok plezierbos Oude Warande Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen. Er wordt gepicknickt op de velden, een duik in de vennetjes of fietsen op de rechte paden om de velden doorkruisen","['grasvelden', 'honden nemen', 'en kinderen leren', 'die het park']","['velden,', 'of', 'om de velden']",9,20,1,"[0.5, 0.9166666666666666, 0.6470588235294118]",0.69,nrc
seq2-0,base,"'Bompakketje' Namibi was veiligheidstest Een verdacht pakketje dat onderweg was naar Duitsland en woensdag werd gevonden op een vliegveld in Namibi, was een nepbom bedoeld om de veiligheid van de luchthaven te testen.  Het ","'Bompakketje' Namibi was veiligheidstest Een verdacht pakketje dat onderweg was <extra_id_0> werd gevonden <extra_id_1> in Namibi, was een nepbom bedoeld om de veiligheid van de luchthaven te testen. Het","'Bompakketje' Namibi was veiligheidstest Een verdacht pakketje dat onderweg was en werd gevonden op een luchthaven in Namibi, was een nepbom bedoeld om de veiligheid van de luchthaven te testen. Het","['naar Duitsland en woensdag', 'op een vliegveld']","['en', 'op een luchthaven']",7,20,1,"[0.9230769230769231, 0.5294117647058824]",0.73,nrc
seq3-0,base,Hamas mag in Rusland op bezoek komen .  Tot ontsteltenis van Isral heeft de Russische president Poetin gisteren aangekondigd de moslimfundamentalistische organisatie Hamas te zullen uitnodigen voor besprekingen in Moskou,<extra_id_0> Rusland op bezoek komen <extra_id_1> van Isral heeft de Russische president Poetin gisteren aangekondigd de moslimfundamentalistische organisatie Hamas te zullen uitnodigen voor besprekingen in Moskou,in Rusland op bezoek komen De koning van Isral heeft de Russische president Poetin gisteren aangekondigd de moslimfundamentalistische organisatie Hamas te zullen uitnodigen voor besprekingen in Moskou,"['Hamas mag in', '. Tot ontsteltenis']","['in', 'De koning']",6,20,1,"[0.8333333333333334, 0.8333333333333334]",0.83,nrc
seq4-0,base,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de laatst getroffen stad in een reeks terroristische aanslagen.  Sympathisanten van Islamtische Staat pleegden alleen al in de afgelopen 12 maanden veertien aanslagen in Europese steden,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de laatst <extra_id_0> een reeks terroristische aanslagen. Sympathisanten van Islamtische Staat pleegden alleen al in de afgelopen 12 <extra_id_1> in <extra_id_2>,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de laatst bekende stad van een reeks terroristische aanslagen. Sympathisanten van Islamtische Staat pleegden alleen al in de afgelopen 12 maanden in,"['getroffen stad in', 'maanden veertien aanslagen', 'Europese steden']","['bekende stad van', 'maanden', '']",8,20,1,"[0.5294117647058824, 0.7307692307692307, 1.0]",0.75,nrc
seq5-0,base,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met de schietpartij en bomaanslag in Noorwegen wordt in verband gebracht met rechtsextremisme en publiceerde op internet veelvuldig kritisch over de islam.  Dat melden Noorse media,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met de <extra_id_0> Noorwegen wordt in verband gebracht met rechtsextremisme en publiceerde op internet veelvuldig <extra_id_1> islam. Dat melden Noorse media,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met de moord in Noorwegen wordt in verband gebracht met rechtsextremisme en publiceerde op internet veelvuldig berichten over islam. Dat melden Noorse media,"['schietpartij en bomaanslag in', 'kritisch over de']","['moord in', 'berichten over']",7,20,1,"[0.8620689655172413, 0.625]",0.74,nrc
seq6-0,base,Een 29-jarige arrestant uit Den Haag is gisteravond op weg naar het politiebureau overleden.  De man werd onwel terwijl hij geboeid op de achterbank van de politieauto lag en overleed daar,Een 29-jarige arrestant uit Den Haag is gisteravond op weg naar het politiebureau overleden. De man werd <extra_id_0> geboeid op de achterbank van de <extra_id_1> overleed daar,Een 29-jarige arrestant uit Den Haag is gisteravond op weg naar het politiebureau overleden. De man werd gisteravond geboeid op de achterbank van de politie en overleed daar,"['onwel terwijl hij', 'politieauto lag en']","['gisteravond', 'politie en']",6,20,1,"[0.8235294117647058, 0.4444444444444444]",0.63,nrc
seq7-0,base,Zelfrijdende autos De Duitse auto-industrie reageerde traag op de omwentelingen in de sector.  Samenwerking moet leiden tot een inhaalslag,Zelfrijdende autos De Duitse auto-industrie reageerde traag op de omwentelingen in de sector. Samenwerking moet <extra_id_0>,Zelfrijdende autos De Duitse auto-industrie reageerde traag op de omwentelingen in de sector. Samenwerking moet eerst starten.,['leiden tot een inhaalslag'],['starten.'],4,20,1,[0.88],0.88,nrc
seq8-0,base,"Wegener: nog geen winst met tv-zenders APELDOORN, 19 MAART.  Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en The Music Factory dit jaar nog niet zullen bijdragen aan de resultaten van het concern","Wegener: nog geen winst met tv-zenders APELDOORN, 19 MAART. Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en <extra_id_0> jaar nog niet zullen <extra_id_1> resultaten van het concern","Wegener: nog geen winst met tv-zenders APELDOORN, 19 MAART. Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en TV10 Silver dit jaar nog niet zullen profiteren van de resultaten van het concern","['The Music Factory dit', 'bijdragen aan de']","['TV10 Silver dit', 'profiteren van de']",7,20,1,"[0.6666666666666666, 0.5294117647058824]",0.6,nrc
seq9-0,base,"Vangnet Nederland De sociale zekerheid in Nederland is een kostbare verworvenheid.  Letterlijk n figuurlijk, zo blijkt uit de inzendingen voor de essayprijs- vraag die deze krant samen met de Stichting Sociale Zekerheid 2001 organiseerde","Vangnet Nederland De sociale zekerheid in Nederland is een kostbare verworvenheid. Letterlijk n figuurlijk, zo blijkt uit de inzendingen voor de essayprijs- vraag die deze <extra_id_0> Stichting <extra_id_1> organiseerde","Vangnet Nederland De sociale zekerheid in Nederland is een kostbare verworvenheid. Letterlijk n figuurlijk, zo blijkt uit de inzendingen voor de essayprijs- vraag die deze week de Stichting Vangnet Nederland organiseerde","['krant samen met de', 'Sociale Zekerheid 2001']","['week de', 'Vangnet Nederland']",7,20,1,"[0.7222222222222222, 0.7727272727272727]",0.75,nrc
seq10-0,base,"De Achterpagina bezoekt bijzondere kleedkamers.  Vandaag het mooiste voetbalstadion van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. Vandaag het mooiste voetbalstadion van Nederland, <extra_id_0> thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. Vandaag het mooiste voetbalstadion van Nederland, in de thuishaven van Feyenoord","['De Kuip in Rotterdam,']",['in de'],4,20,1,[0.8095238095238095],0.81,nrc
seq11-0,base,Van koffie tot herone Screenshot '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een rij.  Het begint braaf in de Verenigde Staten: in 1912 klaagt de Amerikaanse overheid Coca Cola aan voor het toevoegen van cafene aan hun dranken,Van koffie <extra_id_0> '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen <extra_id_1> 100 jaar op een rij. Het begint braaf in de Verenigde Staten: <extra_id_2> de Amerikaanse <extra_id_3> aan voor het toevoegen van cafene aan hun dranken,Van koffie tot herone '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen voor 100 jaar op een rij. Het begint braaf in de Verenigde Staten: in de Amerikaanse staten gaan consumenten aan voor het toevoegen van cafene aan hun dranken,"['tot herone Screenshot', 'in de afgelopen', 'in 1912 klaagt', 'overheid Coca Cola']","['tot herone', 'voor', 'in', 'staten gaan consumenten']",12,20,1,"[0.5238095238095238, 0.9333333333333333, 0.8571428571428571, 0.8695652173913043]",0.8,nrc
seq12-0,base,"Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans.  Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie <extra_id_0> schrijft Sophie Rutenfrans. Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie je leiden, schrijft Sophie Rutenfrans. Immers, je cyclus bepaalt niet wie je bent","['niet je identiteit bepalen,']","['je leiden,']",4,20,1,[0.7037037037037037],0.7,nrc
seq13-0,base,"Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje door de stad op een waterfiets.  Vertrekkend vanaf het waterfietsstation tegenover het Amricain, passeerden wij de duiven die onder de brug bij de Leidsegracht zaten te broeden","Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje <extra_id_0> op een waterfiets. Vertrekkend vanaf het waterfietsstation tegenover <extra_id_1> wij de duiven <extra_id_2> brug bij de Leidsegracht zaten te broeden","Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje mee op een waterfiets. Vertrekkend vanaf het waterfietsstation tegenover de Nieuweweg, gingen wij de duiven die op de brug bij de Leidsegracht zaten te broeden","['door de stad', 'het Amricain', 'passeerden', 'die onder de']","['mee', 'de Nieuweweg, gingen', 'die op de']",9,20,1,"[0.9166666666666666, 0.85, 0.8]",0.86,nrc
seq14-0,base,KPN laat Duitse markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus.  De koper Telefnica moet de strijd nu aangaan met grote Duitse concurrenten,<extra_id_0> markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus. De koper Telefnica moet de strijd nu aangaan met <extra_id_1>,in de markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus. De koper Telefnica moet de strijd nu aangaan met een nieuwe koers.,"['KPN laat Duitse', 'grote Duitse concurrenten']","['in de', 'koers.']",6,20,1,"[0.8666666666666667, 0.88]",0.87,nrc
seq15-0,base,Opnieuw strijd om Eksit  al is de poptempel al 34 jaar dicht Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer.  De Sex Pistols op 14 december 1977 tijdens een historisch en volledig uitverkocht optreden in Eksit,Opnieuw strijd om Eksit al is de poptempel al <extra_id_0> Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer. De Sex Pistols op 14 <extra_id_1> een historisch en volledig uitverkocht <extra_id_2>,Opnieuw strijd om Eksit al is de poptempel al verkocht. Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer. De Sex Pistols op 14 november in een historisch en volledig uitverkocht tempel.,"['34 jaar dicht', 'december 1977 tijdens', 'optreden in Eksit']","['verkocht.', 'november in', 'tempel.']",9,20,1,"[0.7692307692307693, 0.6190476190476191, 0.8823529411764706]",0.76,nrc
seq16-0,base,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij.  Nieuwe verhalen van jonge schrijvers op de grens van twee werelden,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij. Nieuwe verhalen van <extra_id_0> grens van twee werelden,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij. Nieuwe verhalen van een schrijver op de grens van twee werelden,['jonge schrijvers op de'],['een schrijver op de'],4,20,1,[0.22727272727272727],0.23,nrc
seq17-0,base,"Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, en de Brit Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon trein die op het Centraal Station op het punt stond te vertrekken.  Worden de passagiers daar nu ook elektronisch bekeken, jasje uittrekken, broekriem afdoen, poortje door, laptop openen, enz","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, <extra_id_0> Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden <extra_id_1> die op het Centraal Station op het <extra_id_2> Worden de passagiers daar nu ook elektronisch bekeken, jasje <extra_id_3> poortje door, laptop openen, enz","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, met hun zoon Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van de vliegtuigen die op het Centraal Station op het vliegtuig staan. Worden de passagiers daar nu ook elektronisch bekeken, jasje in, poortje door, laptop openen, enz","['en de Brit', 'van zon trein', 'punt stond te vertrekken.', 'uittrekken', 'broekriem afdoen,']","['met hun zoon', 'van de vliegtuigen', 'vliegtuig staan.', 'in,']",13,20,1,"[0.75, 0.6111111111111112, 0.8, 0.9]",0.77,nrc
seq18-0,base,Zware gevechten PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak.  De PKK zegt zaterdag een Turkse gevechtshelikopter te hebben neergeschoten bij de Iraaks-Turkse grens,Zware gevechten <extra_id_0> Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en <extra_id_1> hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse <extra_id_2> neergeschoten bij de Iraaks-Turkse grens,Zware gevechten tussen PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en de Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse eenheid te hebben neergeschoten bij de Iraaks-Turkse grens,"['PKK en', 'het Turkse leger', 'gevechtshelikopter te hebben']","['tussen PKK en', 'de Turkse leger', 'eenheid te hebben']",8,20,1,"[0.5384615384615384, 0.125, 0.4642857142857143]",0.38,nrc
seq19-0,base,"Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV.  De Franse president Chirac hoorde gisteren aan de Rivira welwillend het pleidooi van de Spaanse premier Aznar aan om mee te kunnen doen met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Rivira welwillend <extra_id_0> de Spaanse premier Aznar aan <extra_id_1> kunnen doen met de eerste ploeg landen die in 1999 <extra_id_2> Monetaire Unie binnengaat","Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Rivira welwillend bij de Spaanse premier Aznar aan het denken dat ze het kunnen doen met de eerste ploeg landen die in 1999 de Monetaire Unie binnengaat","['het pleidooi van', 'om mee te', 'de Economische en']","['bij', 'het denken dat ze het', 'de']",9,20,1,"[0.9375, 0.7142857142857143, 0.8823529411764706]",0.84,nrc
